Match_ID,Date,Time,Team_A,Team_B,Venue,Weather,Toss_Winner,Toss_Decision,Outcome
M0494,2022-10-17,16:00,"Player29, Player77, Player68, Player89, Player39, Player62, Player50, Player96, Player14, Player30, Player94","Player50, Player29, Player70, Player36, Player19, Player27, Player93, Player7, Player21, Player49, Player91",Wankhede,Humid,Team_B,Bowl,Draw
M0495,2022-04-14,15:00,"Player89, Player55, Player69, Player36, Player58, Player43, Player46, Player35, Player19, Player57, Player64","Player50, Player30, Player23, Player41, Player75, Player100, Player89, Player16, Player79, Player4, Player10",Wankhede,Rainy,Team_B,Bat,Team_A_Wins
M0496,2022-06-04,18:00,"Player43, Player99, Player7, Player66, Player41, Player22, Player1, Player98, Player100, Player49, Player69","Player100, Player50, Player36, Player45, Player53, Player83, Player77, Player25, Player73, Player88, Player39",MCG,Sunny,Team_B,Bowl,Team_B_Wins
M0497,2021-12-18,17:00,"Player84, Player26, Player44, Player82, Player18, Player38, Player4, Player49, Player20, Player71, Player81","Player88, Player51, Player49, Player99, Player44, Player73, Player7, Player65, Player76, Player22, Player10",MCG,Rainy,Team_A,Bowl,Team_B_Wins
M0498,2021-12-10,14:00,"Player88, Player22, Player18, Player48, Player60, Player41, Player10, Player5, Player52, Player92, Player54","Player55, Player93, Player63, Player48, Player65, Player7, Player20, Player23, Player54, Player60, Player61",Eden Gardens,Cloudy,Team_A,Bat,Team_B_Wins
M0499,2020-09-19,12:00,"Player56, Player49, Player23, Player19, Player30, Player92, Player79, Player44, Player70, Player87, Player100","Player73, Player48, Player37, Player4, Player83, Player78, Player3, Player39, Player9, Player2, Player96",Newlands,Cloudy,Team_B,Bat,Team_B_Wins
M0500,2020-03-24,18:00,"Player11, Player43, Player49, Player21, Player86, Player71, Player89, Player97, Player47, Player67, Player93","Player90, Player39, Player86, Player19, Player33, Player41, Player26, Player12, Player7, Player15, Player70",Wankhede,Humid,Team_A,Bat,Team_A_Wins
M0501,2022-09-23,20:00,"Player87, Player28, Player7, Player63, Player100, Player64, Player4, Player19, Player18, Player45, Player31","Player6, Player81, Player71, Player57, Player66, Player54, Player75, Player14, Player2, Player74, Player56",Wankhede,Humid,Team_A,Bowl,Team_A_Wins
M0502,2023-09-15,13:00,"Player35, Player93, Player70, Player95, Player60, Player32, Player42, Player90, Player7, Player16, Player23","Player5, Player6, Player66, Player59, Player50, Player32, Player72, Player96, Player34, Player24, Player46",Lord’s,Cloudy,Team_A,Bowl,Team_A_Wins
M0503,2022-11-01,17:00,"Player35, Player86, Player94, Player2, Player46, Player68, Player63, Player73, Player62, Player8, Player97","Player20, Player34, Player31, Player6, Player72, Player38, Player5, Player40, Player87, Player64, Player95",MCG,Sunny,Team_B,Bat,Team_B_Wins
M0504,2021-03-28,18:00,"Player38, Player23, Player79, Player3, Player97, Player64, Player6, Player91, Player58, Player75, Player51","Player52, Player100, Player8, Player77, Player43, Player91, Player11, Player96, Player51, Player89, Player54",Eden Gardens,Rainy,Team_B,Bat,Team_A_Wins
M0505,2023-04-14,16:00,"Player68, Player21, Player52, Player16, Player37, Player15, Player7, Player89, Player98, Player42, Player30","Player94, Player46, Player89, Player44, Player20, Player43, Player24, Player70, Player59, Player69, Player91",Eden Gardens,Sunny,Team_A,Bowl,Team_A_Wins
M0506,2020-10-30,19:00,"Player20, Player40, Player16, Player79, Player83, Player62, Player98, Player8, Player54, Player49, Player100","Player75, Player79, Player62, Player74, Player8, Player52, Player83, Player65, Player10, Player26, Player22",Wankhede,Rainy,Team_B,Bowl,Team_B_Wins
M0507,2022-02-08,18:00,"Player64, Player49, Player81, Player22, Player10, Player2, Player35, Player68, Player88, Player11, Player18","Player45, Player43, Player25, Player60, Player46, Player18, Player95, Player87, Player4, Player17, Player50",Newlands,Cloudy,Team_A,Bat,Team_A_Wins
M0508,2021-03-14,19:00,"Player59, Player96, Player33, Player10, Player55, Player17, Player83, Player80, Player60, Player51, Player1","Player27, Player94, Player65, Player100, Player53, Player32, Player66, Player80, Player47, Player95, Player20",MCG,Rainy,Team_A,Bowl,Team_B_Wins
M0509,2024-01-30,18:00,"Player48, Player61, Player66, Player34, Player85, Player7, Player21, Player46, Player86, Player30, Player29","Player88, Player91, Player81, Player36, Player55, Player58, Player51, Player10, Player37, Player87, Player1",Lord’s,Sunny,Team_A,Bowl,Team_A_Wins
M0510,2023-03-24,17:00,"Player28, Player19, Player73, Player42, Player72, Player6, Player95, Player71, Player67, Player63, Player59","Player73, Player11, Player48, Player12, Player60, Player46, Player45, Player64, Player29, Player91, Player16",Eden Gardens,Cloudy,Team_A,Bat,Team_B_Wins
M0511,2023-06-10,13:00,"Player17, Player37, Player50, Player84, Player73, Player55, Player59, Player32, Player43, Player5, Player31","Player27, Player22, Player84, Player81, Player94, Player66, Player18, Player4, Player52, Player50, Player34",Lord’s,Cloudy,Team_A,Bat,Draw
M0512,2020-01-26,15:00,"Player9, Player79, Player100, Player66, Player51, Player17, Player6, Player61, Player86, Player14, Player42","Player94, Player18, Player85, Player29, Player64, Player4, Player56, Player17, Player47, Player54, Player79",MCG,Sunny,Team_A,Bat,Draw
M0513,2020-02-18,12:00,"Player26, Player13, Player94, Player36, Player27, Player83, Player31, Player64, Player30, Player33, Player15","Player71, Player13, Player74, Player43, Player97, Player84, Player72, Player4, Player22, Player41, Player10",MCG,Sunny,Team_A,Bowl,Team_A_Wins
M0514,2022-06-01,19:00,"Player68, Player42, Player50, Player26, Player43, Player81, Player94, Player78, Player57, Player9, Player18","Player2, Player17, Player27, Player71, Player6, Player55, Player56, Player36, Player69, Player57, Player22",Lord’s,Rainy,Team_B,Bowl,Team_B_Wins
M0515,2023-03-07,17:00,"Player20, Player79, Player100, Player83, Player94, Player55, Player39, Player27, Player10, Player99, Player59","Player51, Player76, Player35, Player28, Player37, Player14, Player84, Player100, Player24, Player62, Player3",Wankhede,Cloudy,Team_B,Bowl,Team_A_Wins
M0516,2021-10-21,16:00,"Player44, Player33, Player5, Player27, Player93, Player22, Player72, Player66, Player10, Player67, Player55","Player57, Player53, Player70, Player84, Player59, Player10, Player98, Player33, Player36, Player32, Player3",Wankhede,Cloudy,Team_A,Bat,Team_A_Wins
M0517,2021-10-31,18:00,"Player80, Player40, Player43, Player26, Player78, Player60, Player70, Player6, Player58, Player92, Player59","Player63, Player55, Player7, Player100, Player82, Player58, Player50, Player78, Player36, Player23, Player66",Eden Gardens,Sunny,Team_B,Bowl,Draw
M0518,2024-09-04,12:00,"Player41, Player23, Player61, Player38, Player18, Player90, Player14, Player72, Player55, Player99, Player66","Player6, Player96, Player42, Player18, Player11, Player19, Player44, Player22, Player71, Player35, Player84",Eden Gardens,Cloudy,Team_B,Bowl,Team_B_Wins
M0519,2024-11-04,20:00,"Player87, Player22, Player29, Player42, Player55, Player52, Player54, Player48, Player31, Player95, Player21","Player57, Player27, Player88, Player77, Player87, Player91, Player38, Player54, Player12, Player81, Player9",Wankhede,Cloudy,Team_B,Bat,Team_A_Wins
M0520,2021-02-18,12:00,"Player25, Player36, Player6, Player76, Player47, Player27, Player1, Player98, Player40, Player74, Player97","Player40, Player30, Player99, Player81, Player52, Player11, Player79, Player54, Player12, Player68, Player96",MCG,Humid,Team_B,Bat,Team_B_Wins
M0521,2020-02-15,19:00,"Player86, Player90, Player63, Player62, Player8, Player57, Player100, Player18, Player41, Player25, Player9","Player10, Player22, Player42, Player35, Player34, Player78, Player56, Player76, Player68, Player61, Player59",Lord’s,Humid,Team_A,Bowl,Team_B_Wins
M0522,2024-07-05,12:00,"Player38, Player12, Player30, Player48, Player27, Player9, Player44, Player62, Player96, Player66, Player21","Player58, Player54, Player65, Player67, Player4, Player59, Player76, Player20, Player7, Player81, Player75",Lord’s,Humid,Team_B,Bowl,Draw
M0523,2020-08-21,15:00,"Player9, Player44, Player94, Player75, Player78, Player13, Player38, Player56, Player80, Player82, Player39","Player94, Player79, Player60, Player58, Player50, Player44, Player13, Player75, Player66, Player2, Player34",Lord’s,Rainy,Team_A,Bat,Team_B_Wins
M0524,2022-04-14,14:00,"Player91, Player70, Player88, Player90, Player60, Player50, Player72, Player45, Player98, Player74, Player20","Player60, Player36, Player24, Player47, Player56, Player57, Player90, Player25, Player26, Player99, Player79",Lord’s,Cloudy,Team_B,Bat,Team_A_Wins
M0525,2021-04-22,18:00,"Player95, Player60, Player13, Player29, Player31, Player26, Player59, Player71, Player93, Player50, Player9","Player5, Player71, Player65, Player79, Player95, Player3, Player11, Player96, Player83, Player84, Player59",Eden Gardens,Humid,Team_A,Bat,Team_A_Wins
M0526,2020-08-12,12:00,"Player26, Player79, Player55, Player91, Player21, Player76, Player16, Player73, Player30, Player49, Player2","Player69, Player60, Player45, Player21, Player98, Player78, Player23, Player52, Player65, Player49, Player77",Wankhede,Cloudy,Team_B,Bat,Team_B_Wins
M0527,2024-08-17,14:00,"Player83, Player19, Player63, Player54, Player20, Player61, Player38, Player25, Player35, Player10, Player86","Player46, Player97, Player28, Player29, Player95, Player98, Player59, Player86, Player56, Player73, Player33",Newlands,Sunny,Team_A,Bat,Draw
M0528,2020-11-07,13:00,"Player77, Player55, Player46, Player17, Player97, Player90, Player98, Player11, Player83, Player69, Player82","Player55, Player12, Player86, Player27, Player71, Player67, Player63, Player87, Player96, Player36, Player76",Lord’s,Humid,Team_A,Bat,Draw
M0529,2023-02-22,18:00,"Player58, Player22, Player97, Player84, Player54, Player100, Player12, Player62, Player60, Player6, Player80","Player37, Player28, Player92, Player40, Player82, Player45, Player67, Player76, Player51, Player49, Player15",Newlands,Rainy,Team_A,Bowl,Team_B_Wins
M0530,2021-01-20,20:00,"Player73, Player95, Player44, Player71, Player89, Player96, Player85, Player29, Player90, Player22, Player5","Player49, Player78, Player74, Player8, Player24, Player6, Player53, Player35, Player62, Player1, Player58",Eden Gardens,Sunny,Team_B,Bat,Team_A_Wins
M0531,2021-07-27,19:00,"Player86, Player66, Player31, Player65, Player98, Player46, Player85, Player22, Player20, Player9, Player2","Player82, Player45, Player54, Player64, Player29, Player16, Player59, Player60, Player4, Player10, Player92",Lord’s,Humid,Team_B,Bowl,Team_B_Wins
M0532,2021-08-27,18:00,"Player61, Player7, Player16, Player86, Player3, Player95, Player88, Player82, Player25, Player17, Player21","Player39, Player22, Player43, Player61, Player66, Player2, Player63, Player55, Player28, Player37, Player97",Eden Gardens,Sunny,Team_B,Bat,Team_B_Wins
M0533,2021-08-04,15:00,"Player50, Player12, Player25, Player47, Player19, Player66, Player30, Player21, Player55, Player64, Player26","Player62, Player80, Player81, Player76, Player2, Player40, Player69, Player79, Player48, Player49, Player88",MCG,Sunny,Team_B,Bat,Team_A_Wins
M0534,2020-02-11,12:00,"Player36, Player99, Player24, Player91, Player60, Player53, Player74, Player30, Player62, Player40, Player39","Player4, Player18, Player5, Player72, Player7, Player68, Player99, Player81, Player36, Player30, Player37",Eden Gardens,Cloudy,Team_B,Bat,Team_B_Wins
M0535,2020-05-19,16:00,"Player33, Player72, Player99, Player68, Player94, Player76, Player86, Player49, Player69, Player88, Player61","Player9, Player18, Player53, Player40, Player38, Player88, Player20, Player12, Player1, Player45, Player59",Newlands,Sunny,Team_B,Bowl,Team_B_Wins
M0536,2022-10-13,12:00,"Player35, Player54, Player15, Player9, Player95, Player33, Player85, Player17, Player59, Player40, Player94","Player44, Player15, Player39, Player74, Player60, Player50, Player62, Player97, Player20, Player8, Player88",Lord’s,Sunny,Team_B,Bowl,Team_A_Wins
M0537,2021-02-23,15:00,"Player70, Player53, Player35, Player79, Player6, Player11, Player45, Player74, Player41, Player25, Player26","Player70, Player84, Player55, Player62, Player1, Player90, Player76, Player21, Player30, Player97, Player68",Lord’s,Rainy,Team_A,Bowl,Team_A_Wins
M0538,2022-02-05,12:00,"Player43, Player69, Player84, Player61, Player52, Player79, Player98, Player33, Player16, Player6, Player25","Player37, Player44, Player22, Player10, Player25, Player23, Player100, Player75, Player32, Player85, Player70",Wankhede,Humid,Team_A,Bat,Team_A_Wins
M0539,2020-07-15,15:00,"Player60, Player39, Player96, Player83, Player73, Player43, Player10, Player79, Player63, Player98, Player75","Player76, Player53, Player20, Player41, Player2, Player98, Player1, Player61, Player87, Player84, Player12",Wankhede,Sunny,Team_B,Bowl,Team_A_Wins
M0540,2024-12-23,13:00,"Player34, Player53, Player12, Player86, Player91, Player98, Player2, Player61, Player42, Player35, Player68","Player61, Player46, Player10, Player18, Player20, Player55, Player84, Player16, Player80, Player64, Player14",Newlands,Cloudy,Team_B,Bowl,Team_A_Wins
M0541,2020-04-10,13:00,"Player79, Player32, Player100, Player73, Player5, Player58, Player83, Player36, Player21, Player28, Player10","Player76, Player29, Player67, Player40, Player24, Player8, Player89, Player3, Player66, Player35, Player37",MCG,Rainy,Team_B,Bowl,Team_A_Wins
M0542,2020-10-09,13:00,"Player33, Player59, Player19, Player27, Player43, Player5, Player97, Player50, Player4, Player81, Player52","Player71, Player82, Player72, Player66, Player29, Player10, Player17, Player22, Player28, Player65, Player4",Eden Gardens,Cloudy,Team_A,Bat,Draw
M0543,2022-09-30,20:00,"Player57, Player82, Player53, Player32, Player24, Player13, Player48, Player99, Player25, Player69, Player45","Player55, Player42, Player61, Player21, Player79, Player94, Player14, Player18, Player51, Player20, Player89",Newlands,Sunny,Team_B,Bowl,Team_B_Wins
M0544,2023-06-06,17:00,"Player3, Player87, Player94, Player32, Player56, Player90, Player95, Player66, Player24, Player73, Player81","Player50, Player5, Player88, Player91, Player56, Player34, Player89, Player52, Player77, Player58, Player42",MCG,Humid,Team_A,Bowl,Team_A_Wins
M0545,2020-01-31,16:00,"Player10, Player19, Player8, Player67, Player80, Player96, Player99, Player48, Player70, Player77, Player35","Player58, Player53, Player29, Player85, Player3, Player13, Player77, Player14, Player81, Player80, Player79",MCG,Humid,Team_B,Bat,Team_B_Wins
M0546,2022-04-10,20:00,"Player96, Player3, Player43, Player68, Player61, Player63, Player48, Player34, Player47, Player64, Player69","Player55, Player86, Player17, Player92, Player52, Player73, Player94, Player74, Player58, Player22, Player97",Lord’s,Sunny,Team_B,Bowl,Draw
M0547,2024-11-04,13:00,"Player73, Player76, Player26, Player98, Player58, Player21, Player37, Player81, Player4, Player6, Player2","Player60, Player38, Player89, Player55, Player19, Player56, Player6, Player88, Player72, Player25, Player7",Eden Gardens,Rainy,Team_B,Bowl,Team_A_Wins
M0548,2022-05-27,17:00,"Player94, Player84, Player1, Player40, Player95, Player54, Player96, Player61, Player68, Player75, Player63","Player44, Player14, Player59, Player82, Player88, Player87, Player1, Player41, Player15, Player56, Player83",Lord’s,Cloudy,Team_A,Bowl,Team_A_Wins
M0549,2022-09-07,20:00,"Player17, Player79, Player75, Player95, Player80, Player9, Player65, Player72, Player52, Player4, Player29","Player90, Player36, Player52, Player17, Player62, Player33, Player7, Player1, Player27, Player13, Player35",Lord’s,Sunny,Team_A,Bowl,Team_B_Wins
M0550,2022-01-22,20:00,"Player61, Player6, Player5, Player47, Player86, Player75, Player55, Player39, Player72, Player23, Player67","Player44, Player69, Player51, Player81, Player15, Player26, Player35, Player50, Player77, Player49, Player65",Lord’s,Rainy,Team_A,Bowl,Team_B_Wins
M0551,2024-11-05,13:00,"Player74, Player39, Player26, Player48, Player19, Player80, Player97, Player88, Player85, Player30, Player13","Player26, Player19, Player17, Player30, Player18, Player9, Player14, Player64, Player45, Player56, Player7",Lord’s,Sunny,Team_B,Bowl,Team_A_Wins
M0552,2021-10-10,19:00,"Player39, Player29, Player70, Player21, Player22, Player60, Player47, Player40, Player20, Player93, Player3","Player59, Player31, Player10, Player29, Player81, Player94, Player30, Player76, Player33, Player58, Player98",Newlands,Sunny,Team_B,Bowl,Team_A_Wins
M0553,2021-11-28,18:00,"Player1, Player5, Player64, Player25, Player79, Player9, Player33, Player70, Player65, Player49, Player26","Player14, Player19, Player96, Player97, Player50, Player3, Player73, Player35, Player38, Player44, Player46",Wankhede,Humid,Team_B,Bowl,Team_B_Wins
M0554,2021-07-18,18:00,"Player25, Player71, Player13, Player35, Player37, Player15, Player90, Player83, Player63, Player47, Player67","Player44, Player30, Player6, Player52, Player38, Player37, Player74, Player90, Player15, Player96, Player75",MCG,Sunny,Team_A,Bowl,Team_B_Wins
M0555,2021-01-27,14:00,"Player66, Player81, Player49, Player54, Player79, Player80, Player97, Player1, Player41, Player46, Player43","Player79, Player17, Player87, Player60, Player97, Player78, Player96, Player11, Player68, Player93, Player71",Eden Gardens,Sunny,Team_B,Bat,Team_A_Wins
M0556,2020-07-03,16:00,"Player42, Player75, Player80, Player24, Player53, Player35, Player43, Player89, Player65, Player2, Player13","Player65, Player1, Player92, Player24, Player71, Player90, Player6, Player63, Player54, Player57, Player40",Lord’s,Humid,Team_A,Bowl,Team_A_Wins
M0557,2022-08-14,14:00,"Player16, Player31, Player29, Player19, Player15, Player59, Player40, Player98, Player93, Player64, Player94","Player54, Player55, Player89, Player14, Player86, Player69, Player2, Player72, Player53, Player21, Player44",Eden Gardens,Rainy,Team_A,Bat,Team_B_Wins
M0558,2024-06-17,19:00,"Player88, Player97, Player29, Player33, Player59, Player38, Player24, Player35, Player75, Player13, Player48","Player41, Player77, Player82, Player92, Player5, Player28, Player35, Player63, Player3, Player6, Player24",Newlands,Humid,Team_B,Bowl,Team_B_Wins
M0559,2022-05-18,14:00,"Player19, Player81, Player58, Player55, Player80, Player94, Player82, Player98, Player90, Player49, Player37","Player82, Player33, Player83, Player8, Player61, Player64, Player28, Player99, Player78, Player50, Player100",Lord’s,Cloudy,Team_A,Bowl,Draw
M0560,2020-08-13,14:00,"Player58, Player51, Player55, Player25, Player72, Player44, Player38, Player89, Player21, Player63, Player92","Player89, Player10, Player12, Player34, Player11, Player80, Player67, Player31, Player45, Player87, Player92",Wankhede,Cloudy,Team_B,Bat,Team_A_Wins
M0561,2024-12-06,12:00,"Player91, Player9, Player60, Player68, Player64, Player96, Player82, Player100, Player23, Player57, Player5","Player37, Player24, Player43, Player4, Player20, Player96, Player59, Player73, Player28, Player14, Player38",Eden Gardens,Rainy,Team_B,Bat,Team_B_Wins
M0562,2023-09-28,18:00,"Player22, Player46, Player67, Player91, Player80, Player33, Player14, Player2, Player92, Player18, Player56","Player1, Player35, Player74, Player42, Player91, Player73, Player78, Player60, Player54, Player97, Player21",MCG,Humid,Team_B,Bat,Team_A_Wins
M0563,2023-07-09,19:00,"Player70, Player82, Player19, Player52, Player57, Player43, Player64, Player26, Player96, Player59, Player69","Player45, Player42, Player46, Player60, Player47, Player22, Player10, Player16, Player68, Player27, Player81",Wankhede,Rainy,Team_A,Bowl,Draw
M0564,2020-12-28,20:00,"Player65, Player24, Player35, Player89, Player98, Player12, Player39, Player54, Player17, Player68, Player85","Player71, Player18, Player79, Player56, Player42, Player83, Player86, Player34, Player90, Player47, Player54",Eden Gardens,Rainy,Team_A,Bowl,Team_B_Wins
M0565,2024-02-08,19:00,"Player20, Player88, Player30, Player97, Player100, Player99, Player83, Player75, Player93, Player73, Player43","Player89, Player4, Player5, Player56, Player37, Player59, Player2, Player67, Player42, Player61, Player81",Wankhede,Sunny,Team_B,Bowl,Team_B_Wins
M0566,2021-05-27,13:00,"Player48, Player67, Player37, Player28, Player46, Player34, Player54, Player53, Player26, Player11, Player57","Player99, Player52, Player55, Player12, Player94, Player80, Player17, Player1, Player93, Player42, Player78",Lord’s,Sunny,Team_A,Bat,Team_A_Wins
M0567,2023-03-23,12:00,"Player24, Player56, Player71, Player16, Player68, Player14, Player20, Player2, Player57, Player17, Player76","Player53, Player23, Player72, Player60, Player65, Player82, Player29, Player19, Player77, Player45, Player78",MCG,Rainy,Team_A,Bat,Team_B_Wins
M0568,2020-09-23,16:00,"Player20, Player2, Player22, Player19, Player37, Player17, Player62, Player39, Player59, Player93, Player14","Player44, Player14, Player53, Player43, Player6, Player4, Player54, Player29, Player50, Player99, Player66",Eden Gardens,Sunny,Team_B,Bat,Team_B_Wins
M0569,2022-07-27,20:00,"Player2, Player32, Player97, Player78, Player86, Player11, Player4, Player74, Player44, Player17, Player55","Player75, Player34, Player39, Player19, Player69, Player65, Player93, Player30, Player88, Player100, Player59",Eden Gardens,Cloudy,Team_A,Bat,Draw
M0570,2023-11-03,16:00,"Player71, Player39, Player19, Player54, Player73, Player27, Player20, Player46, Player15, Player42, Player55","Player95, Player93, Player58, Player41, Player89, Player4, Player51, Player87, Player67, Player54, Player16",MCG,Sunny,Team_A,Bowl,Team_B_Wins
M0571,2024-01-20,20:00,"Player11, Player18, Player5, Player67, Player94, Player19, Player15, Player52, Player25, Player54, Player61","Player11, Player98, Player33, Player18, Player76, Player84, Player20, Player6, Player79, Player70, Player60",MCG,Humid,Team_A,Bowl,Team_B_Wins
M0572,2021-04-24,14:00,"Player43, Player99, Player89, Player6, Player90, Player55, Player52, Player74, Player46, Player98, Player93","Player51, Player44, Player77, Player96, Player17, Player16, Player64, Player50, Player45, Player38, Player73",Lord’s,Rainy,Team_B,Bat,Draw
M0573,2023-02-25,13:00,"Player73, Player4, Player89, Player65, Player76, Player16, Player25, Player93, Player81, Player46, Player39","Player43, Player28, Player10, Player24, Player4, Player94, Player9, Player17, Player93, Player73, Player84",Wankhede,Sunny,Team_A,Bat,Team_A_Wins
M0574,2024-02-29,14:00,"Player2, Player95, Player26, Player75, Player90, Player61, Player65, Player1, Player76, Player13, Player52","Player30, Player40, Player99, Player93, Player36, Player24, Player50, Player41, Player8, Player19, Player58",MCG,Sunny,Team_A,Bowl,Team_B_Wins
M0575,2023-07-06,12:00,"Player58, Player99, Player11, Player94, Player81, Player3, Player32, Player72, Player92, Player71, Player1","Player22, Player58, Player79, Player30, Player3, Player70, Player73, Player89, Player84, Player44, Player14",Newlands,Humid,Team_B,Bat,Team_B_Wins
M0576,2020-11-23,17:00,"Player60, Player34, Player65, Player50, Player85, Player92, Player3, Player10, Player44, Player81, Player47","Player23, Player54, Player62, Player76, Player53, Player33, Player85, Player80, Player39, Player7, Player16",Eden Gardens,Sunny,Team_B,Bowl,Team_A_Wins
M0577,2023-07-06,19:00,"Player23, Player63, Player6, Player36, Player74, Player68, Player82, Player79, Player95, Player45, Player81","Player19, Player67, Player7, Player64, Player91, Player31, Player69, Player75, Player36, Player17, Player72",Newlands,Sunny,Team_B,Bat,Draw
M0578,2022-12-22,13:00,"Player35, Player16, Player57, Player23, Player65, Player100, Player9, Player71, Player4, Player45, Player50","Player4, Player74, Player40, Player86, Player6, Player12, Player92, Player90, Player29, Player75, Player9",Wankhede,Cloudy,Team_A,Bat,Team_B_Wins
M0579,2021-01-21,13:00,"Player27, Player8, Player86, Player3, Player42, Player74, Player19, Player61, Player14, Player73, Player55","Player29, Player21, Player34, Player88, Player32, Player26, Player24, Player43, Player76, Player84, Player33",Wankhede,Sunny,Team_B,Bat,Team_A_Wins
M0580,2023-01-05,20:00,"Player34, Player49, Player51, Player26, Player98, Player20, Player91, Player35, Player45, Player6, Player95","Player11, Player40, Player52, Player98, Player41, Player3, Player88, Player42, Player2, Player58, Player63",Eden Gardens,Rainy,Team_A,Bat,Team_B_Wins
M0581,2020-05-16,20:00,"Player81, Player66, Player49, Player88, Player47, Player14, Player58, Player85, Player55, Player79, Player39","Player17, Player75, Player44, Player67, Player56, Player97, Player2, Player79, Player57, Player30, Player24",Lord’s,Cloudy,Team_A,Bat,Team_B_Wins
M0582,2024-10-01,20:00,"Player16, Player97, Player73, Player54, Player30, Player65, Player29, Player33, Player56, Player87, Player14","Player93, Player48, Player63, Player42, Player62, Player77, Player9, Player17, Player60, Player90, Player10",Wankhede,Sunny,Team_B,Bowl,Draw
M0583,2020-10-15,12:00,"Player61, Player53, Player33, Player30, Player23, Player22, Player72, Player18, Player51, Player49, Player41","Player78, Player32, Player27, Player50, Player39, Player24, Player23, Player96, Player11, Player45, Player81",Newlands,Cloudy,Team_A,Bat,Team_A_Wins
M0584,2023-03-04,20:00,"Player26, Player96, Player74, Player33, Player1, Player76, Player98, Player8, Player29, Player93, Player45","Player11, Player45, Player19, Player98, Player42, Player87, Player80, Player79, Player38, Player92, Player18",MCG,Humid,Team_B,Bowl,Team_B_Wins
M0585,2021-10-17,20:00,"Player50, Player96, Player89, Player18, Player38, Player73, Player55, Player26, Player87, Player93, Player43","Player90, Player68, Player1, Player82, Player4, Player37, Player21, Player18, Player34, Player9, Player53",Newlands,Sunny,Team_B,Bowl,Team_B_Wins
M0586,2024-03-16,14:00,"Player25, Player21, Player44, Player54, Player38, Player37, Player13, Player57, Player46, Player61, Player55","Player10, Player79, Player73, Player26, Player14, Player31, Player45, Player65, Player25, Player71, Player13",Eden Gardens,Humid,Team_B,Bowl,Team_A_Wins
M0587,2021-08-31,18:00,"Player51, Player27, Player58, Player88, Player57, Player91, Player48, Player59, Player38, Player52, Player70","Player100, Player7, Player9, Player71, Player6, Player79, Player83, Player18, Player37, Player70, Player87",MCG,Humid,Team_B,Bat,Team_A_Wins
M0588,2021-11-24,16:00,"Player24, Player53, Player64, Player60, Player27, Player23, Player3, Player13, Player83, Player18, Player73","Player8, Player35, Player61, Player22, Player11, Player32, Player70, Player38, Player21, Player12, Player37",MCG,Cloudy,Team_B,Bowl,Team_B_Wins
M0589,2021-02-01,19:00,"Player42, Player51, Player52, Player33, Player78, Player8, Player76, Player65, Player92, Player59, Player73","Player57, Player73, Player11, Player85, Player92, Player37, Player72, Player99, Player32, Player6, Player40",Wankhede,Cloudy,Team_B,Bat,Team_B_Wins
M0590,2020-01-28,12:00,"Player11, Player46, Player32, Player35, Player28, Player66, Player15, Player74, Player44, Player26, Player6","Player39, Player79, Player75, Player83, Player62, Player81, Player72, Player68, Player24, Player49, Player51",MCG,Rainy,Team_A,Bat,Team_A_Wins
M0591,2024-11-01,17:00,"Player59, Player43, Player76, Player20, Player61, Player32, Player53, Player26, Player85, Player73, Player60","Player36, Player93, Player54, Player57, Player25, Player85, Player80, Player33, Player3, Player96, Player14",Lord’s,Sunny,Team_B,Bowl,Draw
M0592,2023-04-05,18:00,"Player37, Player61, Player96, Player14, Player73, Player81, Player28, Player58, Player97, Player56, Player16","Player17, Player20, Player39, Player86, Player85, Player14, Player29, Player27, Player49, Player59, Player89",Lord’s,Rainy,Team_A,Bowl,Draw
M0593,2023-07-27,17:00,"Player74, Player65, Player33, Player63, Player5, Player60, Player37, Player79, Player75, Player67, Player12","Player40, Player4, Player82, Player49, Player28, Player53, Player5, Player65, Player47, Player66, Player17",MCG,Sunny,Team_B,Bat,Team_B_Wins
M0594,2023-11-09,15:00,"Player71, Player90, Player44, Player53, Player16, Player97, Player99, Player88, Player84, Player14, Player8","Player7, Player41, Player73, Player16, Player56, Player6, Player100, Player49, Player65, Player50, Player87",Lord’s,Humid,Team_A,Bat,Team_B_Wins
M0595,2024-03-06,12:00,"Player71, Player60, Player87, Player30, Player34, Player65, Player82, Player86, Player33, Player3, Player7","Player48, Player86, Player42, Player70, Player12, Player80, Player59, Player51, Player6, Player96, Player71",Newlands,Rainy,Team_A,Bat,Team_B_Wins
M0596,2021-04-04,13:00,"Player20, Player59, Player32, Player75, Player47, Player71, Player56, Player83, Player99, Player42, Player40","Player19, Player29, Player7, Player60, Player64, Player12, Player95, Player77, Player80, Player9, Player33",Eden Gardens,Rainy,Team_B,Bat,Team_B_Wins
M0597,2024-12-25,20:00,"Player97, Player16, Player51, Player62, Player19, Player60, Player22, Player79, Player33, Player10, Player17","Player75, Player98, Player52, Player79, Player89, Player92, Player63, Player58, Player48, Player82, Player69",Eden Gardens,Humid,Team_A,Bowl,Team_B_Wins
M0598,2023-04-23,15:00,"Player10, Player49, Player34, Player99, Player83, Player32, Player86, Player19, Player39, Player90, Player54","Player2, Player7, Player39, Player82, Player37, Player35, Player27, Player40, Player14, Player90, Player34",Lord’s,Cloudy,Team_A,Bat,Team_B_Wins
